full_name,birthdate,birthday,gender,type,start_term,end_term,state,class,district,party,how,zodiac_sign,age_start,age_start,age_end,age_end,duration_days,duration_years,duration_months
George Washington Kipp,1847-03-28,03-28,M,rep,1907-12-02,1909-03-03,PA,,14.0,Democrat,,Aries,60.0,60.0,61.0,61.0,457.0,1.0,3.0
Arthur William Kopp,1874-02-28,02-28,M,rep,1909-03-15,1911-03-03,WI,,3.0,Republican,,Pisces,35.0,35.0,37.0,37.0,718.0,1.0,11.0
John  Lamb,1840-06-12,06-12,M,rep,1897-03-15,1899-03-03,VA,,3.0,Democrat,,Gemini,56.0,56.0,58.0,58.0,718.0,1.0,11.0
James Polk Latta,1844-10-31,10-31,M,rep,1909-03-15,1911-03-03,NE,,3.0,Democrat,,Scorpio,64.0,64.0,66.0,66.0,718.0,1.0,11.0
George Pelton Lawrence,1859-05-19,05-19,M,rep,1897-03-15,1899-03-03,MA,,1.0,Republican,,Taurus,37.0,37.0,39.0,39.0,718.0,1.0,11.0
Luke  Lea,1879-04-12,04-12,M,sen,1911-04-04,1917-03-03,TN,1.0,,Democrat,,Aries,31.0,31.0,37.0,37.0,2160.0,5.0,11.0
Benito  Legarda Y Tuason,1853-09-27,09-27,M,rep,1907-12-02,1909-03-03,PI,,0.0,,,Libra,54.0,54.0,55.0,55.0,457.0,1.0,3.0
George Henry Lindsay,1837-01-07,01-07,M,rep,1901-12-02,1903-03-03,NY,,6.0,Democrat,,Capricorn,64.0,64.0,66.0,66.0,456.0,1.0,3.0
Henry Frederick Lippitt,1856-10-12,10-12,M,sen,1911-04-04,1917-03-03,RI,1.0,,Republican,,Libra,54.0,54.0,60.0,60.0,2160.0,5.0,11.0
Martin Wiley Littleton,1872-01-12,01-12,M,rep,1911-04-04,1913-03-03,NY,,1.0,Democrat,,Capricorn,39.0,39.0,41.0,41.0,699.0,1.0,11.0
Henry Clay Loudenslager,1852-05-22,05-22,M,rep,1893-08-07,1895-03-03,NJ,,1.0,Republican,,Gemini,41.0,41.0,42.0,42.0,573.0,1.0,6.0
Robert Bruce Macon,1859-07-06,07-06,M,rep,1903-11-09,1905-03-03,AR,,1.0,Democrat,,Cancer,44.0,44.0,45.0,45.0,480.0,1.0,3.0
Edmond Haggard Madison,1865-12-18,12-18,M,rep,1907-12-02,1909-03-03,KS,,7.0,Republican,,Sagittarius,41.0,41.0,43.0,43.0,457.0,1.0,3.0
George Roland Malby,1857-09-16,09-16,M,rep,1907-12-02,1909-03-03,NY,,26.0,Republican,,Virgo,50.0,50.0,51.0,51.0,457.0,1.0,3.0
James Edgar Martine,1850-08-25,08-25,M,sen,1911-04-04,1917-03-03,NJ,1.0,,Democrat,,Virgo,60.0,60.0,66.0,66.0,2160.0,5.0,11.0
Charles  Matthews,1856-10-15,10-15,M,rep,1911-04-04,1913-03-03,PA,,24.0,Republican,,Libra,54.0,54.0,56.0,56.0,699.0,1.0,11.0
Dannite Hill Mays,1852-04-28,04-28,M,rep,1909-03-15,1911-03-03,FL,,3.0,Democrat,,Taurus,56.0,56.0,58.0,58.0,718.0,1.0,11.0
Samuel Walker McCall,1851-02-28,02-28,M,rep,1893-08-07,1895-03-03,MA,,8.0,Republican,,Pisces,42.0,42.0,44.0,44.0,573.0,1.0,6.0
George Deardorff McCreary,1846-09-28,09-28,M,rep,1903-11-09,1905-03-03,PA,,6.0,Republican,,Libra,57.0,57.0,58.0,58.0,480.0,1.0,3.0
John Geiser McHenry,1868-04-26,04-26,M,rep,1907-12-02,1909-03-03,PA,,16.0,Democrat,,Taurus,39.0,39.0,40.0,40.0,457.0,1.0,3.0
James  McKinney,1852-04-14,04-14,M,rep,1905-12-04,1907-03-03,IL,,14.0,Republican,,Aries,53.0,53.0,54.0,54.0,454.0,1.0,2.0
Henry Gordon McMorran,1844-06-11,06-11,M,rep,1903-11-09,1905-03-03,MI,,7.0,Republican,,Gemini,59.0,59.0,60.0,60.0,480.0,1.0,3.0
Alexander Clark Mitchell,1860-10-11,10-11,M,rep,1911-04-04,1913-03-03,KS,,2.0,Republican,,Libra,50.0,50.0,52.0,52.0,699.0,1.0,11.0
Reuben Osborne Moon,1847-07-22,07-22,M,rep,1903-11-09,1905-03-03,PA,,4.0,Republican,,Cancer,56.0,56.0,57.0,57.0,480.0,1.0,3.0
John Matthew Moore,1862-11-18,11-18,M,rep,1905-12-04,1907-03-03,TX,,8.0,Democrat,,Scorpio,43.0,43.0,44.0,44.0,454.0,1.0,2.0
Elmer Addison Morse,1870-05-11,05-11,M,rep,1907-12-02,1909-03-03,WI,,10.0,Republican,,Taurus,37.0,37.0,38.0,38.0,457.0,1.0,3.0
James Carson Needham,1864-09-17,09-17,M,rep,1899-12-04,1901-03-03,CA,,7.0,Republican,,Virgo,35.0,35.0,36.0,36.0,454.0,1.0,2.0
George Stuart Nixon,1860-04-02,04-02,M,sen,1905-12-04,1911-03-03,NV,1.0,,Republican,,Aries,45.0,45.0,50.0,50.0,1915.0,5.0,3.0
Frank Mellen Nye,1852-03-07,03-07,M,rep,1907-12-02,1909-03-03,MN,,5.0,Republican,,Pisces,55.0,55.0,57.0,57.0,457.0,1.0,3.0
James Aloysius O’Gorman,1860-05-05,05-05,M,sen,1911-04-04,1917-03-03,NY,1.0,,Democrat,,Taurus,50.0,50.0,56.0,56.0,2160.0,5.0,11.0
George Tener Oliver,1848-01-26,01-26,M,sen,1909-03-15,1911-03-03,PA,1.0,,Republican,,Aquarius,61.0,61.0,63.0,63.0,718.0,1.0,11.0
Marlin Edgar Olmsted,1847-05-21,05-21,M,rep,1897-03-15,1899-03-03,PA,,14.0,Republican,,Gemini,49.0,49.0,51.0,51.0,718.0,1.0,11.0
Thomas  Parran,1860-02-12,02-12,M,rep,1911-04-04,1913-03-03,MD,,5.0,Republican,,Aquarius,51.0,51.0,53.0,53.0,699.0,1.0,11.0
Charles Edgar Pickett,1866-01-14,01-14,M,rep,1909-03-15,1911-03-03,IA,,3.0,Republican,,Capricorn,43.0,43.0,45.0,45.0,718.0,1.0,11.0
Charles Nelson Pray,1868-04-06,04-06,M,rep,1907-12-02,1909-03-03,MT,,1.0,Republican,,Aries,39.0,39.0,40.0,40.0,457.0,1.0,3.0
George Washington Prince,1854-03-04,03-04,M,rep,1895-12-02,1897-03-03,IL,,10.0,Republican,,Pisces,41.0,41.0,43.0,43.0,457.0,1.0,3.0
Arsène Paulin Pujo,1861-12-16,12-16,M,rep,1903-11-09,1905-03-03,LA,,7.0,Democrat,,Sagittarius,41.0,41.0,43.0,43.0,480.0,1.0,3.0
Choice Boswell Randell,1857-01-01,01-01,M,rep,1901-12-02,1903-03-03,TX,,5.0,Democrat,,Capricorn,44.0,44.0,46.0,46.0,456.0,1.0,3.0
Isidor  Rayner,1850-04-11,04-11,M,rep,1887-12-05,1889-03-03,MD,,4.0,Democrat,,Aries,37.0,37.0,38.0,38.0,454.0,1.0,2.0
William Cox Redfield,1858-06-18,06-18,M,rep,1911-04-04,1913-03-03,NY,,5.0,Democrat,,Gemini,52.0,52.0,54.0,54.0,699.0,1.0,11.0
Rollin Raymond Rees,1865-01-10,01-10,M,rep,1911-04-04,1913-03-03,KS,,5.0,Republican,,Capricorn,46.0,46.0,48.0,48.0,699.0,1.0,11.0
William Stuart Reyburn,1882-12-17,12-17,M,rep,1911-04-04,1913-03-03,PA,,2.0,Republican,,Sagittarius,28.0,28.0,30.0,30.0,699.0,1.0,11.0
Atterson Walden Rucker,1847-04-03,04-03,M,rep,1909-03-15,1911-03-03,CO,,1.0,Democrat,,Aries,61.0,61.0,63.0,63.0,718.0,1.0,11.0
James Samuel Simmons,1861-11-25,11-25,M,rep,1909-03-15,1911-03-03,NY,,34.0,Republican,,Sagittarius,47.0,47.0,49.0,49.0,718.0,1.0,11.0
Sylvester Clark Smith,1858-08-26,08-26,M,rep,1905-12-04,1907-03-03,CA,,8.0,Republican,,Virgo,47.0,47.0,48.0,48.0,454.0,1.0,2.0
Walter Inglewood Smith,1862-07-10,07-10,M,rep,1899-12-04,1901-03-03,IA,,9.0,Republican,,Cancer,37.0,37.0,38.0,38.0,454.0,1.0,2.0
Peter Moore Speer,1862-12-29,12-29,M,rep,1911-04-04,1913-03-03,PA,,28.0,Republican,,Capricorn,48.0,48.0,50.0,50.0,699.0,1.0,11.0
Edmund John Stack,1874-01-31,01-31,M,rep,1911-04-04,1913-03-03,IL,,6.0,Democrat,,Aquarius,37.0,37.0,39.0,39.0,699.0,1.0,11.0
William  Sulzer,1863-03-18,03-18,M,rep,1895-12-02,1897-03-03,NY,,11.0,Democrat,,Pisces,32.0,32.0,33.0,33.0,457.0,1.0,3.0
George  Sutherland,1862-03-25,03-25,M,rep,1901-12-02,1903-03-03,UT,,1.0,Republican,,Aries,39.0,39.0,40.0,40.0,456.0,1.0,3.0
Edwin Forrest Sweet,1847-11-21,11-21,M,rep,1911-04-04,1913-03-03,MI,,5.0,Democrat,,Scorpio,63.0,63.0,65.0,65.0,699.0,1.0,11.0
Edward Livingston Taylor Jr.,1869-08-10,08-10,M,rep,1905-12-04,1907-03-03,OH,,12.0,Republican,,Leo,36.0,36.0,37.0,37.0,454.0,1.0,2.0
John Alden Thayer,1857-12-22,12-22,M,rep,1911-04-04,1913-03-03,MA,,3.0,Democrat,,Capricorn,53.0,53.0,55.0,55.0,699.0,1.0,11.0
Napoleon Bonaparte Thistlewood,1837-03-30,03-30,M,rep,1907-12-02,1909-03-03,IL,,25.0,Republican,,Aries,70.0,70.0,71.0,71.0,457.0,1.0,3.0
Robert  Turnbull,1850-01-11,01-11,M,rep,1909-03-15,1911-03-03,VA,,4.0,Democrat,,Capricorn,59.0,59.0,61.0,61.0,718.0,1.0,11.0
George Herbert Utter,1854-07-24,07-24,M,rep,1911-04-04,1913-03-03,RI,,2.0,Republican,,Leo,56.0,56.0,58.0,58.0,699.0,1.0,11.0
Edward Butterfield Vreeland,1856-12-07,12-07,M,rep,1899-12-04,1901-03-03,NY,,34.0,Republican,,Sagittarius,43.0,43.0,44.0,44.0,454.0,1.0,2.0
Stanton  Warburton,1865-04-13,04-13,M,rep,1911-04-04,1913-03-03,WA,,2.0,Republican,,Aries,46.0,46.0,47.0,47.0,699.0,1.0,11.0
Clarence Wayland Watson,1864-05-08,05-08,M,sen,1911-04-04,1913-03-03,WV,2.0,,Democrat,,Taurus,46.0,46.0,48.0,48.0,699.0,1.0,11.0
William Walter Wedemeyer,1873-03-22,03-22,M,rep,1911-04-04,1913-03-03,MI,,2.0,Republican,,Aries,38.0,38.0,39.0,39.0,699.0,1.0,11.0
Robert Charles Wickliffe,1874-05-01,05-01,M,rep,1909-03-15,1911-03-03,LA,,6.0,Democrat,,Taurus,34.0,34.0,36.0,36.0,718.0,1.0,11.0
William Bauchop Wilson,1862-04-02,04-02,M,rep,1907-12-02,1909-03-03,PA,,15.0,Democrat,,Aries,45.0,45.0,46.0,46.0,457.0,1.0,3.0
Ira Wells Wood,1856-06-19,06-19,M,rep,1903-11-09,1905-03-03,NJ,,4.0,Republican,,Gemini,47.0,47.0,48.0,48.0,480.0,1.0,3.0
John Downey Works,1847-03-29,03-29,M,sen,1911-04-04,1917-03-03,CA,1.0,,Republican,,Aries,64.0,64.0,69.0,69.0,2160.0,5.0,11.0
Isaac Daniel Young,1849-03-29,03-29,M,rep,1911-04-04,1913-03-03,KS,,6.0,Republican,,Aries,62.0,62.0,63.0,63.0,699.0,1.0,11.0
Henry Algernon du Pont,1838-07-30,07-30,M,sen,1906-01-01,1911-03-03,DE,1.0,,Republican,,Leo,67.0,67.0,72.0,72.0,1887.0,5.0,2.0
Thomas Benton Catron,1840-10-06,10-06,M,rep,1895-12-02,1897-03-03,NM,,-1.0,Republican,,Libra,55.0,55.0,56.0,56.0,457.0,1.0,3.0
William Purnell Jackson,1868-01-11,01-11,M,sen,1912-01-01,1915-03-03,MD,1.0,,Republican,,Capricorn,44.0,44.0,47.0,47.0,1157.0,3.0,2.0
William Alexander Massey,1856-10-07,10-07,M,sen,1912-01-01,1913-12-31,NV,1.0,,Republican,,Libra,55.0,55.0,57.0,57.0,730.0,2.0,0.0
Kirtland Irving Perky,1867-02-08,02-08,M,sen,1912-01-01,1913-12-31,ID,3.0,,Democrat,,Aquarius,44.0,44.0,46.0,46.0,730.0,2.0,0.0
Newell  Sanders,1850-07-12,07-12,M,sen,1912-01-01,1913-03-03,TN,2.0,,Republican,,Cancer,61.0,61.0,62.0,62.0,427.0,1.0,2.0
William David Blakeslee Ainey,1864-04-08,04-08,M,rep,1911-04-04,1913-03-03,PA,,14.0,Republican,,Aries,47.0,47.0,48.0,48.0,699.0,1.0,11.0
Timothy Thomas Ansberry,1871-12-24,12-24,M,rep,1907-12-02,1909-03-03,OH,,5.0,Democrat,,Capricorn,35.0,35.0,37.0,37.0,457.0,1.0,3.0
Samuel Brashear Avis,1872-02-19,02-19,M,rep,1913-04-07,1915-03-03,WV,,3.0,Republican,,Pisces,41.0,41.0,43.0,43.0,695.0,1.0,11.0
Augustus Octavius Bacon,1839-10-20,10-20,M,sen,1895-12-02,1901-03-03,GA,2.0,,Democrat,,Libra,56.0,56.0,61.0,61.0,1917.0,5.0,3.0
Jacob Thompson Baker,1847-04-13,04-13,M,rep,1913-04-07,1915-03-03,NJ,,2.0,Democrat,,Aries,66.0,66.0,67.0,67.0,695.0,1.0,11.0
William Nicolas Baltz,1860-02-05,02-05,M,rep,1913-04-07,1915-03-03,IL,,22.0,Democrat,,Aquarius,53.0,53.0,55.0,55.0,695.0,1.0,11.0
Richard  Bartholdt,1855-11-02,11-02,M,rep,1893-08-07,1895-03-03,MO,,10.0,Republican,,Scorpio,37.0,37.0,39.0,39.0,573.0,1.0,6.0
Charles Lafayette Bartlett,1853-01-31,01-31,M,rep,1895-12-02,1897-03-03,GA,,6.0,Democrat,,Aquarius,42.0,42.0,44.0,44.0,457.0,1.0,3.0
Silas Reynolds Barton,1872-05-21,05-21,M,rep,1913-04-07,1915-03-03,NE,,5.0,Republican,,Gemini,40.0,40.0,42.0,42.0,695.0,1.0,11.0
James 'Jack' Andrew Beall,1866-10-25,10-25,M,rep,1903-11-09,1905-03-03,TX,,5.0,Democrat,,Scorpio,37.0,37.0,38.0,38.0,480.0,1.0,3.0
Charles Webster Bell,1857-06-11,06-11,M,rep,1913-04-07,1915-03-03,CA,,9.0,Republican,,Gemini,55.0,55.0,57.0,57.0,695.0,1.0,11.0
Charles Martin Borchers,1869-11-18,11-18,M,rep,1913-04-07,1915-03-03,IL,,19.0,Democrat,,Scorpio,43.0,43.0,45.0,45.0,695.0,1.0,11.0
Stanley Eyre Bowdle,1868-09-04,09-04,M,rep,1913-04-07,1915-03-03,OH,,1.0,Democrat,,Virgo,44.0,44.0,46.0,46.0,695.0,1.0,11.0
Robert Gunn Bremner,1874-12-17,12-17,M,rep,1913-04-07,1915-03-03,NJ,,7.0,Democrat,,Sagittarius,38.0,38.0,40.0,40.0,695.0,1.0,11.0
Franklin  Brockson,1865-08-06,08-06,M,rep,1913-04-07,1915-03-03,DE,,0.0,Democrat,,Leo,47.0,47.0,49.0,49.0,695.0,1.0,11.0
Lathrop  Brown,1883-02-26,02-26,M,rep,1913-04-07,1915-03-03,NY,,1.0,Democrat,,Pisces,30.0,30.0,32.0,32.0,695.0,1.0,11.0
James Wesley Bryan,1874-03-11,03-11,M,rep,1913-04-07,1915-03-03,WA,,-1.0,Progressive,,Pisces,39.0,39.0,41.0,41.0,695.0,1.0,11.0
Charles Henry Burke,1861-04-01,04-01,M,rep,1899-12-04,1901-03-03,SD,,-1.0,Republican,,Aries,38.0,38.0,39.0,39.0,454.0,1.0,2.0
James Francis Burke,1867-10-21,10-21,M,rep,1905-12-04,1907-03-03,PA,,31.0,Republican,,Libra,38.0,38.0,39.0,39.0,454.0,1.0,2.0
Edwin Chick Burleigh,1843-11-27,11-27,M,rep,1897-03-15,1899-03-03,ME,,3.0,Republican,,Sagittarius,53.0,53.0,55.0,55.0,718.0,1.0,11.0
Albert Sidney Burleson,1863-06-07,06-07,M,rep,1899-12-04,1901-03-03,TX,,9.0,Democrat,,Gemini,36.0,36.0,37.0,37.0,454.0,1.0,2.0
Jacob Aaron Cantor,1854-12-06,12-06,M,rep,1913-04-07,1915-03-03,NY,,20.0,Democrat,,Sagittarius,58.0,58.0,60.0,60.0,695.0,1.0,11.0
Wooda Nicholas Carr,1871-02-06,02-06,M,rep,1913-04-07,1915-03-03,PA,,23.0,Democrat,,Aquarius,42.0,42.0,44.0,44.0,695.0,1.0,11.0
John Richard Clancy,1859-03-08,03-08,M,rep,1913-04-07,1915-03-03,NY,,35.0,Democrat,,Pisces,54.0,54.0,56.0,56.0,695.0,1.0,11.0
Henry De Lamar Clayton,1857-02-10,02-10,M,rep,1897-03-15,1899-03-03,AL,,3.0,Democrat,,Aquarius,40.0,40.0,42.0,42.0,718.0,1.0,11.0
Maurice  Connolly,1877-03-13,03-13,M,rep,1913-04-07,1915-03-03,IA,,3.0,Democrat,,Pisces,36.0,36.0,37.0,37.0,695.0,1.0,11.0
James Harry Covington,1870-05-03,05-03,M,rep,1909-03-15,1911-03-03,MD,,1.0,Democrat,,Taurus,38.0,38.0,40.0,40.0,718.0,1.0,11.0
John William Davis,1873-04-13,04-13,M,rep,1911-04-04,1913-03-03,WV,,1.0,Democrat,,Aries,37.0,37.0,39.0,39.0,699.0,1.0,11.0
Frederick Simpson Deitrick,1875-04-09,04-09,M,rep,1913-04-07,1915-03-03,MA,,8.0,Democrat,,Aries,38.0,38.0,39.0,39.0,695.0,1.0,11.0
Franklin Lewis Dershem,1865-03-05,03-05,M,rep,1913-04-07,1915-03-03,PA,,17.0,Democrat,,Pisces,48.0,48.0,50.0,50.0,695.0,1.0,11.0
Robert Edward Difenderfer,1849-06-07,06-07,M,rep,1911-04-04,1913-03-03,PA,,8.0,Democrat,,Gemini,61.0,61.0,63.0,63.0,699.0,1.0,11.0
Michael  Donohoe,1864-02-22,02-22,M,rep,1911-04-04,1913-03-03,PA,,5.0,Democrat,,Pisces,47.0,47.0,49.0,49.0,699.0,1.0,11.0
Jeremiah  Donovan,1857-10-18,10-18,M,rep,1913-04-07,1915-03-03,CT,,4.0,Democrat,,Libra,55.0,55.0,57.0,57.0,695.0,1.0,11.0
James Walter Elder,1882-10-05,10-05,M,rep,1913-04-07,1915-03-03,LA,,5.0,Democrat,,Libra,30.0,30.0,32.0,32.0,695.0,1.0,11.0
John Miller Faison,1862-04-17,04-17,M,rep,1911-04-04,1913-03-03,NC,,3.0,Democrat,,Aries,48.0,48.0,50.0,50.0,699.0,1.0,11.0
Jacob Alexander Falconer,1869-01-26,01-26,M,rep,1913-04-07,1915-03-03,WA,,-1.0,Progressive,,Aquarius,44.0,44.0,46.0,46.0,695.0,1.0,11.0
Harvey Butler Fergusson,1848-09-09,09-09,M,rep,1897-03-15,1899-03-03,NM,,-1.0,Democrat,,Virgo,48.0,48.0,50.0,50.0,718.0,1.0,11.0
Louis  Fitzhenry,1870-06-13,06-13,M,rep,1913-04-07,1915-03-03,IL,,17.0,Democrat,,Gemini,42.0,42.0,44.0,44.0,695.0,1.0,11.0
John Charles Floyd,1858-04-14,04-14,M,rep,1905-12-04,1907-03-03,AR,,3.0,Democrat,,Aries,47.0,47.0,48.0,48.0,454.0,1.0,2.0
Hiram Robert Fowler,1851-02-07,02-07,M,rep,1911-04-04,1913-03-03,IL,,24.0,Democrat,,Aquarius,60.0,60.0,62.0,62.0,699.0,1.0,11.0
William Bates Francis,1860-10-25,10-25,M,rep,1911-04-04,1913-03-03,OH,,16.0,Democrat,,Scorpio,50.0,50.0,52.0,52.0,699.0,1.0,11.0
Henry  George Jr.,1862-11-03,11-03,M,rep,1911-04-04,1913-03-03,NY,,17.0,Democrat,,Scorpio,48.0,48.0,50.0,50.0,699.0,1.0,11.0
Michael Joseph Gill,1864-12-05,12-05,M,rep,1913-04-07,1915-03-03,MO,,12.0,Democrat,,Sagittarius,48.0,48.0,50.0,50.0,695.0,1.0,11.0
Edward  Gilmore,1867-01-04,01-04,M,rep,1913-04-07,1915-03-03,MA,,14.0,Democrat,,Capricorn,46.0,46.0,48.0,48.0,695.0,1.0,11.0
Robert Henry Gittins,1869-12-14,12-14,M,rep,1913-04-07,1915-03-03,NY,,40.0,Democrat,,Sagittarius,43.0,43.0,45.0,45.0,695.0,1.0,11.0
John Henry Goeke,1869-10-28,10-28,M,rep,1911-04-04,1913-03-03,OH,,4.0,Democrat,,Scorpio,41.0,41.0,43.0,43.0,699.0,1.0,11.0
Nathan  Goff,1843-02-09,02-09,M,rep,1883-12-03,1885-03-03,WV,,1.0,Republican,,Aquarius,40.0,40.0,42.0,42.0,456.0,1.0,3.0
Forrest  Goodwin,1862-06-14,06-14,M,rep,1913-04-07,1915-03-03,ME,,3.0,Republican,,Gemini,50.0,50.0,52.0,52.0,695.0,1.0,11.0
George Edmund Gorman,1873-04-13,04-13,M,rep,1913-04-07,1915-03-03,IL,,3.0,Democrat,,Aries,40.0,40.0,41.0,41.0,695.0,1.0,11.0
James McMahon Graham,1852-04-14,04-14,M,rep,1909-03-15,1911-03-03,IL,,21.0,Democrat,,Aries,56.0,56.0,58.0,58.0,718.0,1.0,11.0
James Madison Gudger Jr.,1855-10-22,10-22,M,rep,1903-11-09,1905-03-03,NC,,10.0,Democrat,,Libra,48.0,48.0,49.0,49.0,480.0,1.0,3.0
Winfield Scott Hammond,1863-11-17,11-17,M,rep,1907-12-02,1909-03-03,MN,,2.0,Democrat,,Scorpio,44.0,44.0,45.0,45.0,457.0,1.0,3.0
Christopher Columbus Harris,1842-01-28,01-28,M,rep,1913-04-07,1915-03-03,AL,,8.0,Democrat,,Aquarius,71.0,71.0,73.0,73.0,695.0,1.0,11.0
Francis Burton Harrison,1873-12-18,12-18,M,rep,1903-11-09,1905-03-03,NY,,13.0,Democrat,,Sagittarius,29.0,29.0,31.0,31.0,480.0,1.0,3.0
John Netherland Heiskell,1872-11-02,11-02,M,sen,1913-04-07,1913-12-31,AR,2.0,,Democrat,appointment,Scorpio,40.0,40.0,41.0,41.0,268.0,0.0,8.0
William Henry Hinebaugh,1867-12-16,12-16,M,rep,1913-04-07,1915-03-03,IL,,12.0,Progressive,,Sagittarius,45.0,45.0,47.0,47.0,695.0,1.0,11.0
Richmond Pearson Hobson,1870-08-17,08-17,M,rep,1907-12-02,1909-03-03,AL,,6.0,Democrat,,Leo,37.0,37.0,38.0,38.0,457.0,1.0,3.0
Henry French Hollis,1869-08-30,08-30,M,sen,1913-04-07,1919-03-03,NH,2.0,,Democrat,,Virgo,43.0,43.0,49.0,49.0,2156.0,5.0,11.0
Stephen Arnold Hoxworth,1860-05-01,05-01,M,rep,1913-04-07,1915-03-03,IL,,15.0,Democrat,,Taurus,52.0,52.0,54.0,54.0,695.0,1.0,11.0
William  Hughes,1872-04-03,04-03,M,rep,1903-11-09,1905-03-03,NJ,,6.0,Democrat,,Aries,31.0,31.0,32.0,32.0,480.0,1.0,3.0
Ollie Murray James,1871-07-27,07-27,M,rep,1903-11-09,1905-03-03,KY,,1.0,Democrat,,Leo,32.0,32.0,33.0,33.0,480.0,1.0,3.0
Jacob  Johnson,1847-11-01,11-01,M,rep,1913-04-07,1915-03-03,UT,,-1.0,Republican,,Scorpio,65.0,65.0,67.0,67.0,695.0,1.0,11.0
Rienzi Melville Johnston,1849-09-09,09-09,M,sen,1913-04-07,1913-12-31,TX,2.0,,Democrat,appointment,Virgo,63.0,63.0,64.0,64.0,268.0,0.0,8.0
William Marmaduke Kavanaugh,1866-03-03,03-03,M,sen,1913-04-07,1913-12-31,AR,2.0,,Democrat,,Pisces,47.0,47.0,47.0,47.0,268.0,0.0,8.0
William  Kennedy,1854-12-19,12-19,M,rep,1913-04-07,1915-03-03,CT,,5.0,Democrat,,Sagittarius,58.0,58.0,60.0,60.0,695.0,1.0,11.0
George John Kindel,1855-03-02,03-02,M,rep,1913-04-07,1915-03-03,CO,,1.0,Democrat,,Pisces,58.0,58.0,60.0,60.0,695.0,1.0,11.0
Eugene Francis Kinkead,1876-03-27,03-27,M,rep,1909-03-15,1911-03-03,NJ,,9.0,Democrat,,Aries,32.0,32.0,34.0,34.0,718.0,1.0,11.0
Sanford  Kirkpatrick,1842-02-11,02-11,M,rep,1913-04-07,1915-03-03,IA,,6.0,Democrat,,Aquarius,71.0,71.0,73.0,73.0,695.0,1.0,11.0
Joseph Russell Knowland,1873-08-05,08-05,M,rep,1903-11-09,1905-03-03,CA,,3.0,Republican,,Leo,30.0,30.0,31.0,31.0,480.0,1.0,3.0
George  Konig,1856-01-26,01-26,M,rep,1911-04-04,1913-03-03,MD,,3.0,Democrat,,Aquarius,55.0,55.0,57.0,57.0,699.0,1.0,11.0
Charles Alexander Korbly,1871-03-24,03-24,M,rep,1909-03-15,1911-03-03,IN,,7.0,Democrat,,Aries,38.0,38.0,39.0,39.0,718.0,1.0,11.0
Claude  L’Engle,1868-10-19,10-19,M,rep,1913-04-07,1915-03-03,FL,,-1.0,Democrat,,Libra,44.0,44.0,46.0,46.0,695.0,1.0,11.0
Abraham Walter Lafferty,1875-06-10,06-10,M,rep,1911-04-04,1913-03-03,OR,,2.0,Republican,,Gemini,35.0,35.0,37.0,37.0,699.0,1.0,11.0
Harry  Lane,1855-08-28,08-28,M,sen,1913-04-07,1917-12-31,OR,2.0,,Democrat,,Virgo,57.0,57.0,62.0,62.0,1729.0,4.0,8.0
Jonathan Nicholas Langham,1861-08-04,08-04,M,rep,1909-03-15,1911-03-03,PA,,27.0,Republican,,Leo,47.0,47.0,49.0,49.0,718.0,1.0,11.0
Robert Emmett Lee,1868-10-12,10-12,M,rep,1911-04-04,1913-03-03,PA,,12.0,Democrat,,Libra,42.0,42.0,44.0,44.0,699.0,1.0,11.0
George Swinton Legaré,1869-11-11,11-11,M,rep,1903-11-09,1905-03-03,SC,,1.0,Democrat,,Scorpio,34.0,34.0,35.0,35.0,480.0,1.0,3.0
Jefferson Monroe Levy,1852-04-16,04-16,M,rep,1899-12-04,1901-03-03,NY,,13.0,Democrat,,Aries,47.0,47.0,48.0,48.0,454.0,1.0,2.0
Fred Ewing Lewis,1865-02-08,02-08,M,rep,1913-04-07,1915-03-03,PA,,-1.0,Republican,,Aquarius,48.0,48.0,50.0,50.0,695.0,1.0,11.0
Francis Oscar Lindquist,1869-09-27,09-27,M,rep,1913-04-07,1915-03-03,MI,,11.0,Republican,,Libra,43.0,43.0,45.0,45.0,695.0,1.0,11.0
James Washington Logue,1863-02-22,02-22,M,rep,1913-04-07,1915-03-03,PA,,6.0,Democrat,,Pisces,50.0,50.0,52.0,52.0,695.0,1.0,11.0
William Josiah MacDonald,1873-11-17,11-17,M,rep,1913-04-07,1915-03-03,MI,,12.0,Progressive,,Scorpio,39.0,39.0,41.0,41.0,695.0,1.0,11.0
John Arthur Maguire,1870-11-29,11-29,M,rep,1909-03-15,1911-03-03,NE,,1.0,Democrat,,Sagittarius,38.0,38.0,40.0,40.0,718.0,1.0,11.0
Bryan Francis Mahan,1856-05-01,05-01,M,rep,1913-04-07,1915-03-03,CT,,2.0,Democrat,,Taurus,56.0,56.0,58.0,58.0,695.0,1.0,11.0
James  Manahan,1866-03-12,03-12,M,rep,1913-04-07,1915-03-03,MN,,-1.0,Republican,,Pisces,47.0,47.0,49.0,49.0,695.0,1.0,11.0
Eben Wever Martin,1855-04-12,04-12,M,rep,1901-12-02,1903-03-03,SD,,-1.0,Republican,,Aries,46.0,46.0,47.0,47.0,456.0,1.0,3.0
Lewis J. Martin,1844-02-22,02-22,M,rep,1913-04-07,1915-03-03,NJ,,6.0,Democrat,,Pisces,69.0,69.0,71.0,71.0,695.0,1.0,11.0
